ts,Date,Time,Latitude,Longitude,lat_bin,lon_bin,segment_id,Vehicle,Place,Position,Reason,Description,Temperature (C),Humidity (%),Precipitation (mm),Wind Speed (km/h),hour,dow,is_weekend,is_wet,is_speed_reason,SPI_smoothed
2021-06-18 10:45:00,2021.06.18,10:45:00,6.9985,80.4758,6.998,80.476,6.998_80.476,Van,Badupola 50km Marker,"6.9985, 80.4758",Excessive Speed,collision with bike,24.7,86,0.5,9.1,10,4,0,1,1,0.39833711262282695
2021-06-22 07:55:00,2021.06.22,07:55:00,6.978,80.4587,6.978,80.459,6.978_80.459,Van,Laxapana Bata Deka,"6.9780, 80.4587",Excessive Speed,Lost control,22.3,95,0.3,8.5,7,1,0,1,1,0.39833711262282695
2021-07-01 19:10:00,2021.07.01,19:10:00,6.9942,80.4497,6.994,80.45,6.994_80.45,Car,Pitawala Junction,"6.9942, 80.4497",Slipped,lost control,21.8,95,0.1,11.5,19,3,0,0,0,0.35071806500377933
2021-07-05 16:30:00,2021.07.05,16:30:00,7.0,80.4733,7.0,80.473,7.0_80.473,Car,Badupola School,"7.0000, 80.4733",Slipped,Skidded on wet road,24.5,89,0.0,6.5,16,0,0,0,0,0.35071806500377933
2021-07-14 07:35:00,2021.07.14,07:35:00,6.978707,80.503531,6.979,80.504,6.979_80.504,Bus,Diyagala 56/7 Culvert,"6.978707, 80.503531",Excessive Speed,hit a tree,21.7,93,0.1,5.9,7,2,0,0,1,0.39833711262282695
2021-07-18 09:05:00,2021.07.18,09:05:00,6.979471,80.503557,6.979,80.504,6.979_80.504,Bus,Diyagala 57/7 Culvert,"6.979471, 80.503557",Excessive Speed,Hit tree,22.8,92,2.1,7.0,9,6,1,1,1,0.39833711262282695
2021-07-19 11:30:00,2021.07.19,11:30:00,6.990216,80.459145,6.99,80.459,6.99_80.459,Car / Three Wheeler,Millagahamula 46km-47km,"6.990216, 80.459145",Slipped,,24.2,81,0.4,9.4,11,0,0,1,0,0.35071806500377933
2021-07-27 12:00:00,2021.07.27,12:00:00,6.990183,80.464522,6.99,80.465,6.99_80.465,Lorry,Millagahamula 48/8 Culvert,"6.990183, 80.464522",Mechanical Error,engine failure,25.4,77,0.2,12.1,12,1,0,1,0,0.35071806500377933
2021-07-31 22:40:00,2021.07.31,22:40:00,6.991344,80.460638,6.991,80.461,6.991_80.461,Lorry,Millagahamula 48/4 Culvert,"6.991344, 80.460638",Slipped,Turn over,20.9,95,0.0,4.1,22,5,1,0,0,0.3347763347763348
2021-08-02 13:30:00,2021.08.02,13:30:00,7.018978,80.493822,7.019,80.494,7.019_80.494,Three Wheeler / Motor Cycle,Ambagamuwa Temple,"7.018978, 80.493822",Excessive Speed,accident while overtaking,23.4,90,0.6,8.4,13,0,0,1,1,0.39833711262282695
2021-08-09 15:25:00,2021.08.09,15:25:00,6.9889,80.4921,6.989,80.492,6.989_80.492,Three Wheeler,Ginigathena Market,"6.9889, 80.4921",Slipped,Turn over,23.4,87,0.5,8.7,15,0,0,1,0,0.38023088023088025
2021-08-13 15:15:00,2021.08.13,15:15:00,6.9889,80.4921,6.989,80.492,6.989_80.492,Motor Cycle,Ginigathena Market,"6.9889, 80.4921",Excessive Speed,Collision with van,23.8,96,0.3,7.8,15,4,0,1,1,0.4256854256854257
2021-08-22 20:50:00,2021.08.22,20:50:00,6.9775,80.504,6.978,80.504,6.978_80.504,Motor Cycle,Kadawala School,"6.9775, 80.5040",Excessive Speed,hit a pedestrian,20.7,95,0.0,3.6,20,6,1,0,1,0.39833711262282695
2021-08-26 08:50:00,2021.08.26,08:50:00,7.016803,80.492307,7.017,80.492,7.017_80.492,Three Wheeler,Ambagamuwa 9/4 Culvert,"7.016803, 80.492307",Slipped,Skidded on oil,22.1,99,0.2,8.4,8,3,0,1,0,0.35071806500377933
2021-09-08 13:25:00,2021.09.08,13:25:00,6.978646,80.502325,6.979,80.502,6.979_80.502,Van,Kadawala 55/11 Culvert,"6.978646, 80.502325",Excessive Speed,Hit barrier,24.2,84,1.0,9.7,13,2,0,1,1,0.4256854256854257
2021-09-21 18:00:00,2021.09.21,18:00:00,6.997421,80.477024,6.997,80.477,6.997_80.477,Car,Rampadeniya 51/6 Culvert,"6.997421, 80.477024",Slipped,Turn over,21.4,95,0.1,5.1,18,1,0,0,0,0.35071806500377933
2021-09-22 10:00:00,2021.09.22,10:00:00,7.018978,80.493822,7.019,80.494,7.019_80.494,Motor Cycle,Ambagamuwa Temple,"7.018978, 80.493822",Slipped,,24.7,83,0.3,6.6,10,2,0,1,0,0.35071806500377933
2021-10-04 10:35:00,2021.10.04,10:35:00,6.9924,80.4886,6.992,80.489,6.992_80.489,Bus,Ginigathena Hospital,"6.9924, 80.4886",Excessive Speed,Hit ambulance,24.1,92,0.1,9.7,10,0,0,0,1,0.39833711262282695
2021-10-17 19:10:00,2021.10.17,19:10:00,6.999472,80.490629,6.999,80.491,6.999_80.491,Lorry,Bagathuluwa 11/4 Culvert,"6.999472, 80.490629",Mechanical Error,Brake failure,21.4,95,0.0,5.9,19,6,1,0,0,0.3347763347763348
2021-10-25 16:30:00,2021.10.25,16:30:00,6.9918482,80.4571,6.992,80.457,6.992_80.457,Three Wheeler / Lorry,Badupola 50km Marker,"6.9918482, 80.4571",Excessive Speed,hit with a car,22.3,90,0.2,2.8,16,0,0,1,1,0.39833711262282695
2021-10-30 11:45:00,2021.10.30,11:45:00,6.9903,80.4908,6.99,80.491,6.99_80.491,Motor Cycle,Green View Hotel,"6.9903, 80.4908",Slipped,Fell on curve,23.2,94,0.6,3.6,11,5,1,1,0,0.35071806500377933
2021-11-11 06:10:00,2021.11.11,06:10:00,6.999472,80.490629,6.999,80.491,6.999_80.491,Lorry,Bagathuluwa 11/4 Culvert,"6.999472, 80.490629",,out of control,21.2,89,0.0,4.0,6,3,0,0,0,0.35071806500377933
2021-11-12 22:20:00,2021.11.12,22:20:00,7.0189,80.4938,7.019,80.494,7.019_80.494,Three Wheeler,Ambagamuwa Temple,"7.0189, 80.4938",Excessive Speed,Hit cyclist,20.3,95,0.0,5.0,22,4,0,0,1,0.4256854256854257
2021-11-20 03:00:00,2021.11.20,03:00:00,6.989637,80.491742,6.99,80.492,6.99_80.492,Jeep,Arogya Medical Center,"6.989637, 80.491742",,driver fell asleep,20.6,99,0.3,7.5,3,5,1,1,0,0.35071806500377933
2021-11-25 15:55:00,2021.11.25,15:55:00,6.9939,80.4469,6.994,80.447,6.994_80.447,Van,Kithulvila Hotel,"6.9939, 80.4469",Slipped,Turn over,22.2,92,0.2,7.1,15,3,0,1,0,0.3347763347763348
2021-12-08 08:30:00,2021.12.08,08:30:00,6.993788,80.445966,6.994,80.446,6.994_80.446,Car,44km Mark On Ht-colombo Rd,"6.993788, 80.445966",Excessive Speed,Lost control,24.4,71,0.0,4.3,8,2,0,0,1,0.4256854256854257
2021-12-10 11:30:00,2021.12.10,11:30:00,6.996108,80.480098,6.996,80.48,6.996_80.48,Bus / Motor Cycle,Rampadeniya 51/11 Culvert,"6.996108, 80.480098",Excessive Speed,hit a man,26.0,73,0.2,7.8,11,4,0,1,1,0.39833711262282695
2021-12-13 16:30:00,2021.12.13,16:30:00,6.985993,80.496711,6.986,80.497,6.986_80.497,Lorry,800 M From Ginigathena (towards Hatton),"6.985993, 80.496711",,Turn over,22.0,94,7.1,5.1,16,0,0,1,0,0.35071806500377933
2021-12-15 10:20:00,2021.12.15,10:20:00,7.003902,80.489918,7.004,80.49,7.004_80.49,Three Wheeler,Bagathuluwa Temple,"7.003902, 80.489918",,hit with a car,24.4,80,0.1,3.8,10,2,0,0,0,0.35071806500377933
2021-12-21 13:05:00,2021.12.21,13:05:00,6.978656,80.503532,6.979,80.504,6.979_80.504,Bus,Diyagala 57/8 Culvert,"6.978656, 80.503532",Slipped,Skidded on wet road,25.6,80,0.2,4.9,13,1,0,1,0,0.3347763347763348
2022-01-03 16:40:00,2022.01.03,16:40:00,6.994455,80.465674,6.994,80.466,6.994_80.466,Lorry,Ranjurawa 49/4 Culvert,"6.994455, 80.465674",Excessive Speed,Hit electricity pole,23.6,80,1.0,4.1,16,0,0,1,1,0.4256854256854257
2022-01-08 17:45:00,2022.01.08,17:45:00,6.991377,80.461838,6.991,80.462,6.991_80.462,Three Wheeler,Millagahamula Yakada Palama,"6.991377, 80.461838",,out of control,23.9,77,0.2,1.8,17,5,1,1,0,0.35071806500377933
2022-01-10 08:20:00,2022.01.10,08:20:00,6.9889,80.4921,6.989,80.492,6.989_80.492,Three Wheeler,Ginigathena Market,"6.9889, 80.4921",Slipped,Turn over,22.0,85,0.1,2.6,8,0,0,0,0,0.35071806500377933
2022-01-16 09:15:00,2022.01.16,09:15:00,6.9887,80.4948,6.989,80.495,6.989_80.495,Motor Cycle,Ginigathena Temple,"6.9887, 80.4948",Slipped,Fell on wet road,25.3,76,0.0,6.3,9,6,1,0,0,0.35071806500377933
2022-01-17 14:45:00,2022.01.17,14:45:00,6.9913,80.4618,6.991,80.462,6.991_80.462,Bus,Millagahamula Bridge,"6.9913, 80.4618",Excessive Speed,Passenger injured,25.8,77,0.1,5.0,14,0,0,0,1,0.39833711262282695
2022-01-24 18:30:00,2022.01.24,18:30:00,6.9913,80.4618,6.991,80.462,6.991_80.462,Lorry,Millagahamula Bridge,"6.9913, 80.4618",Mechanical Error,Brake failure,22.0,81,0.0,2.8,18,0,0,0,0,0.35071806500377933
2022-01-29 20:50:00,2022.01.29,20:50:00,6.9896,80.4917,6.99,80.492,6.99_80.492,Three Wheeler,Arogya Medical Center,"6.9896, 80.4917",Excessive Speed,Hit pedestrian,21.1,92,0.0,5.6,20,5,1,0,1,0.39833711262282695
2022-01-31 09:15:00,2022.01.31,09:15:00,7.0193,80.4952,7.019,80.495,7.019_80.495,Motor Cycle,Ambagamuwa Hot Roti Store,"7.0193, 80.4952",Excessive Speed,Collision with car,24.7,78,0.1,6.6,9,0,0,0,1,0.39833711262282695
2022-02-06 18:00:00,2022.02.06,18:00:00,6.989637,80.491742,6.99,80.492,6.99_80.492,Van,Arogya Medical Center,"6.989637, 80.491742",,Hit with a three wheeler,22.8,73,0.0,5.4,18,6,1,0,0,0.35071806500377933
2022-02-07 16:30:00,2022.02.07,16:30:00,6.9774,80.5039,6.977,80.504,6.977_80.504,Van,Kadawala Baduyir Hotel,"6.9774, 80.5039",Slipped,Skidded on wet road,25.0,70,0.0,9.1,16,0,0,0,0,0.35071806500377933
2022-02-11 13:25:00,2022.02.11,13:25:00,6.9945,80.4471,6.994,80.447,6.994_80.447,Van,Kalugala Maha Vidyalaya,"6.9945, 80.4471",Slipped,Turn over,24.0,83,3.9,6.1,13,4,0,1,0,0.35071806500377933
2022-02-14 11:20:00,2022.02.14,11:20:00,6.9941,80.4496,6.994,80.45,6.994_80.45,Car,Pitawala Junction,"6.9941, 80.4496",Excessive Speed,Hit pedestrian,26.2,71,0.0,6.7,11,0,0,0,1,0.39833711262282695
2022-02-17 20:30:00,2022.02.17,20:30:00,6.994455,80.465674,6.994,80.466,6.994_80.466,Van,Ranjurawa 49/4 Culvert,"6.994455, 80.465674",Slipped,Turn over,20.5,83,0.0,7.6,20,3,0,0,0,0.35071806500377933
2022-02-21 20:10:00,2022.02.21,20:10:00,7.0039,80.4899,7.004,80.49,7.004_80.49,Three Wheeler,Bagathuluwa Temple,"7.0039, 80.4899",Slipped,Turn over,22.6,91,0.0,3.1,20,0,0,0,0,0.35071806500377933
2022-02-24 06:00:00,2022.02.24,06:00:00,6.989994,80.457293,6.99,80.457,6.99_80.457,Car,Millagahamula 46/12 Culvert,"6.989994, 80.457293",Excessive Speed,Collision with lorry,17.4,90,0.0,3.1,6,3,0,0,1,0.39833711262282695
2022-02-28 08:45:00,2022.02.28,08:45:00,6.977227,80.506114,6.977,80.506,6.977_80.506,Bus,Diyagala 57/6 Culvert,"6.977227, 80.506114",Excessive Speed,Out of control,23.9,63,0.0,1.5,8,0,0,0,1,0.39833711262282695
2022-03-07 13:00:00,2022.03.07,13:00:00,6.994512,80.447164,6.995,80.447,6.995_80.447,Car / Lorry,Kalugala Maha Vidyalaya,"6.994512, 80.447164",Excessive Speed,driver fell asleep,29.1,51,0.0,9.3,13,0,0,0,1,0.39833711262282695
2022-03-07 13:15:00,2022.03.07,13:15:00,6.995527,80.478718,6.996,80.479,6.996_80.479,Lorry,Rampadeniya 51/9 Culvert,"6.995527, 80.478718",Slipped,Plunged into ditch,29.1,51,0.0,9.3,13,0,0,0,0,0.35071806500377933
2022-03-09 14:35:00,2022.03.09,14:35:00,6.9954,80.4918,6.995,80.492,6.995_80.492,Bus,Ginigathena Bus Stand,"6.9954, 80.4918",Slipped,Skidded on oil,30.3,37,0.0,10.9,14,2,0,0,0,0.35071806500377933
2022-03-14 17:50:00,2022.03.14,17:50:00,6.9924,80.4886,6.992,80.489,6.992_80.489,Motor Cycle,Ginigathena Hospital,"6.9924, 80.4886",Excessive Speed,Hit three-wheeler,25.5,70,0.1,5.4,17,0,0,0,1,0.39833711262282695
2022-03-21 10:30:00,2022.03.21,10:30:00,6.9945,80.4471,6.994,80.447,6.994_80.447,Three Wheeler,Kalugala Maha Vidyalaya,"6.9945, 80.4471",Slipped,Turn over,26.1,72,0.0,6.9,10,0,0,0,0,0.35071806500377933
2022-03-22 07:10:00,2022.03.22,07:10:00,6.9985,80.4758,6.998,80.476,6.998_80.476,Lorry,Badupola 50km Marker,"6.9985, 80.4758",Mechanical Error,Engine failure,22.5,82,0.0,6.9,7,1,0,0,0,0.35071806500377933
2022-03-24 16:00:00,2022.03.24,16:00:00,6.994563,80.447144,6.995,80.447,6.995_80.447,Three Wheeler / Cab,Kalugala Maha Vidyalaya,"6.994563, 80.447144",,,24.4,79,0.0,1.9,16,3,0,0,0,0.35071806500377933
2022-03-25 18:40:00,2022.03.25,18:40:00,7.0039,80.4899,7.004,80.49,7.004_80.49,Car / Motor Cycle,Bagathuluwa Temple,"7.0039, 80.4899",,Turn over,22.3,94,0.1,3.6,18,4,0,0,0,0.35071806500377933
2022-03-26 13:20:00,2022.03.26,13:20:00,7.010875,80.490356,7.011,80.49,7.011_80.49,Van / Motor Cycle,Ambagamuwa Samurdi Bank,"7.010875, 80.490356",,,27.5,66,0.0,6.0,13,5,1,0,0,0.35071806500377933
2022-03-26 17:50:00,2022.03.26,17:50:00,6.9928006,80.4519109,6.993,80.452,6.993_80.452,Bus,Pitawala 48/5 Culvert,"6.9928006, 80.4519109",,,24.1,79,0.0,3.4,17,5,1,0,0,0.3068783068783069
2022-03-26 17:50:00,2022.03.26,17:50:00,6.9928006,80.4519109,6.993,80.452,6.993_80.452,Bus,Pitawala 48/5 Culvert,"6.9928006, 80.4519109",,,24.1,79,0.0,3.4,17,5,1,0,0,0.3068783068783069
2022-03-26 17:50:00,2022.03.26,17:50:00,6.9928006,80.4519109,6.993,80.452,6.993_80.452,Bus,Pitawala 48/5 Culvert,"6.9928006, 80.4519109",,,24.1,79,0.0,3.4,17,5,1,0,0,0.3068783068783069
2022-03-26 17:50:00,2022.03.26,17:50:00,6.9928006,80.4519109,6.993,80.452,6.993_80.452,Bus,Pitawala 48/5 Culvert,"6.9928006, 80.4519109",,,24.1,79,0.0,3.4,17,5,1,0,0,0.3068783068783069
2022-03-28 19:20:00,2022.03.28,19:20:00,7.010875,80.490356,7.011,80.49,7.011_80.49,Van,Ambagamuwa Samurdi Bank,"7.010875, 80.490356",Excessive Speed,Collision with bike,22.6,93,0.0,1.4,19,0,0,0,1,0.39833711262282695
2022-04-04 07:45:00,2022.04.04,07:45:00,6.9984,80.4757,6.998,80.476,6.998_80.476,Car,Badupola 50km Marker,"6.9984, 80.4757",Slipped,Skidded on oil,22.5,91,0.0,2.4,7,0,0,0,0,0.35071806500377933
2022-04-04 12:45:00,2022.04.04,12:45:00,7.017119,80.492386,7.017,80.492,7.017_80.492,Motor Cycle,Ambagamuwa 9/5 Culvert,"7.017119, 80.492386",Excessive Speed,Hit three-wheeler,25.7,78,0.4,5.2,12,0,0,1,1,0.4256854256854257
2022-04-11 14:10:00,2022.04.11,14:10:00,6.9693,80.5131,6.969,80.513,6.969_80.513,Bus,Hatton Road 57km,"6.9693, 80.5131",Excessive Speed,Hit barrier,24.1,91,0.3,7.4,14,0,0,1,1,0.39833711262282695
2022-04-17 17:20:00,2022.04.17,17:20:00,6.9889,80.4921,6.989,80.492,6.989_80.492,Three Wheeler,Ginigathena Market,"6.9889, 80.4921",Slipped,Turn over,23.7,81,0.1,4.0,17,6,1,0,0,0.35071806500377933
2022-04-27 01:10:00,2022.04.27,01:10:00,6.9918482,80.4571194,6.992,80.457,6.992_80.457,Car,Millagahamula Wasana Hotel,"6.9918482, 80.4571194",,turn over,21.9,92,0.0,2.2,1,2,0,0,0,0.35071806500377933
2022-04-30 10:55:00,2022.04.30,10:55:00,6.976911,80.50359,6.977,80.504,6.977_80.504,Van,Diyagala 56/2 Culvert,"6.976911, 80.503590",Excessive Speed,Lost control,25.8,79,0.3,6.2,10,5,1,1,1,0.4256854256854257
2022-05-13 21:30:00,2022.05.13,21:30:00,6.9961,80.48,6.996,80.48,6.996_80.48,Car,Rampadeniya 51/11 Culvert,"6.9961, 80.4800",Slipped,Skidded on gravel,21.2,100,3.7,9.3,21,4,0,1,0,0.35071806500377933
2022-05-26 14:05:00,2022.05.26,14:05:00,6.977741,80.503269,6.978,80.503,6.978_80.503,Bus,Kadawala 55/13 Culvert,"6.977741, 80.503269",Excessive Speed,Hit tree,23.8,89,1.1,13.3,14,3,0,1,1,0.4256854256854257
2022-06-08 07:40:00,2022.06.08,07:40:00,6.9918,80.4571,6.992,80.457,6.992_80.457,Lorry,Millagahamula Wasana Hotel,"6.9918, 80.4571",Slipped,Turn over,22.3,91,0.1,7.7,7,2,0,0,0,0.35071806500377933
2022-06-21 16:15:00,2022.06.21,16:15:00,7.010875,80.490356,7.011,80.49,7.011_80.49,Motor Cycle,Ambagamuwa Samurdi Bank,"7.010875, 80.490356",Excessive Speed,Collision with car,22.8,83,0.4,6.9,16,1,0,1,1,0.39833711262282695
2022-06-22 15:50:00,2022.06.22,15:50:00,6.997421,80.477024,6.997,80.477,6.997_80.477,Motor Cycle,Rampadeniya 51/6 Culvert,"6.997421, 80.477024",,turn over,24.1,80,0.2,9.2,15,2,0,1,0,0.35071806500377933
2022-07-04 09:50:00,2022.07.04,09:50:00,6.989,80.494,6.989,80.494,6.989_80.494,Three Wheeler,Ginigathena Police Station,"6.9890, 80.4940",Slipped,Fell on wet road,23.9,80,0.0,10.7,9,0,0,0,0,0.3347763347763348
2022-07-17 22:25:00,2022.07.17,22:25:00,6.9941,80.4496,6.994,80.45,6.994_80.45,Van,Pitawala Junction,"6.9941, 80.4496",Excessive Speed,Hit barrier,21.6,98,0.1,5.6,22,6,1,0,1,0.4256854256854257
2022-07-30 15:00:00,2022.07.30,15:00:00,6.955723,80.527169,6.956,80.527,6.956_80.527,Car,Diyagala 57/9 Culvert,"6.955723, 80.527169",Slipped,Skidded on oil,22.4,96,0.9,3.9,15,5,1,1,0,0.3347763347763348
2022-08-12 08:35:00,2022.08.12,08:35:00,7.0039,80.4899,7.004,80.49,7.004_80.49,Bus,Bagathuluwa Temple,"7.0039, 80.4899",Excessive Speed,Hit wall,23.7,85,0.1,6.4,8,4,0,0,1,0.4256854256854257
2022-08-25 13:10:00,2022.08.25,13:10:00,7.0193,80.4952,7.019,80.495,7.019_80.495,Lorry,Ambagamuwa Hot Roti Store,"7.0193, 80.4952",Slipped,Turn over,23.3,83,1.0,10.9,13,3,0,1,0,0.3347763347763348
2022-08-26 12:30:00,2022.08.26,12:30:00,7.018978,80.493822,7.019,80.494,7.019_80.494,Van,Ambagamuwa Temple,"7.018978, 80.493822",Slipped,,22.7,90,2.6,10.3,12,4,0,1,0,0.35071806500377933
2022-08-29 17:00:00,2022.08.29,17:00:00,6.998065,80.467209,6.998,80.467,6.998_80.467,Lorry,Ranjurawa Jeewani Motors,"6.998065, 80.467209",,Turn over,22.4,92,0.2,7.9,17,0,0,1,0,0.35071806500377933
2022-09-07 18:45:00,2022.09.07,18:45:00,6.9774,80.5039,6.977,80.504,6.977_80.504,Motor Cycle,Kadawala Baduyir Hotel,"6.9774, 80.5039",Excessive Speed,Collision with three-wheeler,21.1,94,0.3,6.6,18,2,0,1,1,0.4256854256854257
2022-09-13 18:40:00,2022.09.13,18:40:00,6.989637,80.491742,6.99,80.492,6.99_80.492,Motor Cycle,Arogya Medical Center,"6.989637, 80.491742",,Turn over,22.0,97,0.1,4.6,18,1,0,0,0,0.35071806500377933
2022-09-20 11:20:00,2022.09.20,11:20:00,6.9924,80.4886,6.992,80.489,6.992_80.489,Three Wheeler,Ginigathena Hospital,"6.9924, 80.4886",Slipped,Skidded on wet road,24.2,85,0.7,10.4,11,1,0,1,0,0.3347763347763348
2022-09-23 05:30:00,2022.09.23,05:30:00,6.977741,80.503269,6.978,80.503,6.978_80.503,Lorry,Kadawala 55/13 Culvert,"6.977741, 80.503269",,Turn over,19.8,95,0.0,4.7,5,4,0,0,0,0.35071806500377933
2022-09-25 19:30:00,2022.09.25,19:30:00,7.016803,80.492307,7.017,80.492,7.017_80.492,Cab / Car / Three Wheeler,Ambagamuwa 9/4 Culvert,"7.016803, 80.492307",,,21.5,93,1.4,2.3,19,6,1,1,0,0.35071806500377933
2022-10-03 20:55:00,2022.10.03,20:55:00,6.978,80.4587,6.978,80.459,6.978_80.459,Van,Laxapana Bata Deka,"6.9780, 80.4587",Excessive Speed,Lost control,20.7,98,0.6,6.4,20,0,0,1,1,0.4256854256854257
2022-10-16 09:30:00,2022.10.16,09:30:00,6.9913,80.4618,6.991,80.462,6.991_80.462,Car,Millagahamula Bridge,"6.9913, 80.4618",Slipped,Turn over,23.7,87,0.3,9.8,9,6,1,1,0,0.35071806500377933
2022-10-22 10:30:00,2022.10.22,10:30:00,6.989214,80.492826,6.989,80.493,6.989_80.493,Three Wheeler,Anura Hardware,"6.989214, 80.492826",Excessive Speed,hit a child,23.8,81,0.2,5.4,10,5,1,1,1,0.39833711262282695
2022-10-23 15:50:00,2022.10.23,15:50:00,7.019383,80.497491,7.019,80.497,7.019_80.497,Car,Ambagamuwa 9/9 Culvert,"7.019383, 80.497491",Slipped,,21.5,96,1.9,6.8,15,6,1,1,0,0.35071806500377933
2022-10-26 21:45:00,2022.10.26,21:45:00,6.9928006,80.4519109,6.993,80.452,6.993_80.452,Lorry,Pitawala 48/5 Culvert,"6.9928006, 80.4519109",Slipped,plunged into a precipice,22.2,83,0.0,3.2,21,2,0,0,0,0.35071806500377933
2022-10-27 20:30:00,2022.10.27,20:30:00,6.9903,80.4352,6.99,80.435,6.99_80.435,Lorry,Miyora Hotel,"6.9903, 80.4352",Slipped,accident,20.5,95,0.0,4.0,20,3,0,0,0,0.35071806500377933
2022-10-29 14:05:00,2022.10.29,14:05:00,6.9984,80.4757,6.998,80.476,6.998_80.476,Bus,Badupola 50km Marker,"6.9984, 80.4757",Excessive Speed,Hit tree,25.3,74,0.1,5.8,14,5,1,0,1,0.4256854256854257
2022-11-03 12:50:00,2022.11.03,12:50:00,7.020793,80.498404,7.021,80.498,7.021_80.498,Bus,Ambagamuwa (sellipiya),"7.020793, 80.498404",Excessive Speed,hit a woman,23.2,84,0.8,7.5,12,3,0,1,1,0.39833711262282695
2022-11-08 15:30:00,2022.11.08,15:30:00,6.9903,80.4352,6.99,80.435,6.99_80.435,Three Wheeler,Miyora Hotel,"6.9903, 80.4352",Excessive Speed,accident,22.5,88,1.4,1.8,15,1,0,1,1,0.39833711262282695
2022-11-11 17:40:00,2022.11.11,17:40:00,6.9903,80.4352,6.99,80.435,6.99_80.435,Lorry,Miyora Hotel,"6.9903, 80.4352",Slipped,Skidded on oil,20.5,98,3.6,0.5,17,4,0,1,0,0.3347763347763348
2022-11-15 15:30:00,2022.11.15,15:30:00,6.989994,80.457293,6.99,80.457,6.99_80.457,Three Wheeler / Bike,Millagahamula 46/12 Culvert,"6.989994, 80.457293",,accident,24.1,80,0.1,1.0,15,1,0,0,0,0.35071806500377933
2022-11-24 10:15:00,2022.11.24,10:15:00,6.9805,80.4823,6.98,80.482,6.98_80.482,Motor Cycle,Weralugashandiya,"6.9805, 80.4823",Excessive Speed,Collision with van,24.3,75,0.0,8.0,10,3,0,0,1,0.4256854256854257
2022-11-26 23:00:00,2022.11.26,23:00:00,6.992447,80.465114,6.992,80.465,6.992_80.465,Three Wheeler,Santhusha Traders,"6.992447, 80.465114",,turn over,19.3,92,0.0,1.9,23,5,1,0,0,0.35071806500377933
2022-12-07 16:45:00,2022.12.07,16:45:00,6.996108,80.480098,6.996,80.48,6.996_80.48,Three Wheeler,Rampadeniya 51/11 Culvert,"6.996108, 80.480098",Excessive Speed,accident,21.4,87,0.0,2.6,16,2,0,0,1,0.39833711262282695
2022-12-07 19:50:00,2022.12.07,19:50:00,7.0107,80.4921,7.011,80.492,7.011_80.492,Three Wheeler,Bagathuluwa Ceb Office,"7.0107, 80.4921",Slipped,Turn over,19.4,72,0.0,4.5,19,2,0,0,0,0.3347763347763348
2022-12-20 12:25:00,2022.12.20,12:25:00,6.9894,80.4561,6.989,80.456,6.989_80.456,Van,Millagahamula Dinuwara Stores,"6.9894, 80.4561",Excessive Speed,Hit parked car,26.5,69,0.0,7.2,12,1,0,0,1,0.4256854256854257
2023-01-02 05:00:00,2023.01.02,05:00:00,6.989,80.494,6.989,80.494,6.989_80.494,Car,Ginigathena Police Station,"6.9890, 80.4940",Slipped,Fell on wet road,12.5,83,0.0,5.2,5,0,0,0,0,0.3347763347763348
2023-01-15 15:35:00,2023.01.15,15:35:00,6.9774,80.5039,6.977,80.504,6.977_80.504,Bus,Kadawala School,"6.9774, 80.5039",Excessive Speed,Hit wall,23.5,78,0.4,1.8,15,6,1,1,1,0.4256854256854257
2023-01-26 05:30:00,2023.01.26,05:30:00,6.993847,80.48403,6.994,80.484,6.994_80.484,Lorry,Badupola 48km-49km,"6.993847, 80.484030",,,18.2,82,0.0,2.1,5,3,0,0,0,0.35071806500377933
2023-01-28 08:10:00,2023.01.28,08:10:00,6.9919,80.4463,6.992,80.446,6.992_80.446,Lorry,Pitawala Sub Post Office,"6.9919, 80.4463",Slipped,Turn over,23.1,72,0.0,1.8,8,5,1,0,0,0.35071806500377933
2023-02-05 05:30:00,2023.02.05,05:30:00,7.019305,80.4952,7.019,80.495,7.019_80.495,Three Wheeler / Van,Ginigathena-n.pitiy Rd #58/3 Culvert,"7.019305, 80.4952","Slipped, Excessive Speed",hit a child,20.9,87,0.0,5.4,5,6,1,0,1,0.39833711262282695
2023-02-07 11:00:00,2023.02.07,11:00:00,6.996714,80.465916,6.997,80.466,6.997_80.466,Three Wheeler,Horakada Rd,"6.996714, 80.465916",Slipped,,23.7,90,1.2,6.5,11,1,0,1,0,0.35071806500377933
2023-02-10 21:45:00,2023.02.10,21:45:00,7.0189,80.4938,7.019,80.494,7.019_80.494,Motor Cycle,Ambagamuwa Temple,"7.0189, 80.4938",Excessive Speed,Collision with bus,19.5,86,0.0,3.4,21,4,0,0,1,0.39833711262282695
2023-02-16 13:30:00,2023.02.16,13:30:00,6.984194,80.500233,6.984,80.5,6.984_80.5,Bus,Minelium Vine Store,"6.984194, 80.500233",,accident,25.5,68,0.0,9.1,13,3,0,0,0,0.35071806500377933
2023-02-23 14:20:00,2023.02.23,14:20:00,6.9903,80.4908,6.99,80.491,6.99_80.491,Three Wheeler,Green View Hotel,"6.9903, 80.4908",Slipped,Hit pedestrian,25.1,72,0.2,4.7,14,3,0,1,0,0.3347763347763348
